corpus,cell,ratio
MoralChoice,high|openai_gpt-4,0.9005018892129206
MoralChoice,high|openai_gpt-3.5-turbo,1.1246933877445013
MoralChoice,high|openai_text-davinci-003,1.1513250593970963
MoralChoice,high|openai_text-davinci-002,0.8854112466825276
MoralChoice,high|anthropic_claude-v1.3,1.1947447656927206
MoralChoice,high|anthropic_claude-instant-v1.1,0.8120145557269662
MoralChoice,high|google_text-bison-001,0.6505772941367188
MoralChoice,high|google_flan-t5-xl,0.010266470845759431
MoralChoice,high|cohere_command-xlarge,0.7557334102740869
MoralChoice,high|ai21_j2-jumbo-instruct,0.900726820420672
MoralChoice,high|bigscience_bloomz-7b1,1.0478861731150948
MoralChoice,high|meta_opt-iml-max-small,1.0226071907240861
MoralChoice,low|openai_gpt-4,0.5337736879253161
MoralChoice,low|openai_gpt-3.5-turbo,0.9103361967516219
MoralChoice,low|openai_text-davinci-003,1.0018544748013078
MoralChoice,low|openai_text-davinci-002,0.5626219692612084
MoralChoice,low|anthropic_claude-v1.3,0.7625621937485602
MoralChoice,low|anthropic_claude-instant-v1.1,0.8503663003662998
MoralChoice,low|google_text-bison-001,0.194686212654643
MoralChoice,low|google_flan-t5-xl,0.7316008626472552
MoralChoice,low|cohere_command-xlarge,1.115892580286941
MoralChoice,low|ai21_j2-jumbo-instruct,0.9443567070057794
MoralChoice,low|bigscience_bloomz-7b1,0.45739703477896815
MoralChoice,low|meta_opt-iml-max-small,1.2241056949961944
PromptEval,abstract_algebra|codellama_codellama_34b_instruct,1.018048931056994
PromptEval,abstract_algebra|google_flan_t5_xl,1.0051121748995866
PromptEval,abstract_algebra|google_gemma_7b_it,
PromptEval,abstract_algebra|meta_llama_llama_3_70b_instruct,
PromptEval,abstract_algebra|meta_llama_llama_3_8b_instruct,1.1014159785650972
PromptEval,abstract_algebra|mistralai_mistral_7b_instruct_v0_2,
PromptEval,abstract_algebra|tiiuae_falcon_40b,
PromptEval,clinical_knowledge|codellama_codellama_34b_instruct,1.0120576351200163
PromptEval,clinical_knowledge|google_flan_t5_xl,
PromptEval,clinical_knowledge|google_gemma_7b_it,1.0100499321649155
PromptEval,clinical_knowledge|meta_llama_llama_3_70b_instruct,
PromptEval,clinical_knowledge|meta_llama_llama_3_8b_instruct,1.0393467482036498
PromptEval,clinical_knowledge|mistralai_mistral_7b_instruct_v0_2,0.9871433797786608
PromptEval,clinical_knowledge|tiiuae_falcon_40b,1.0011689672252113
PromptEval,college_mathematics|codellama_codellama_34b_instruct,1.0038054152230897
PromptEval,college_mathematics|google_flan_t5_xl,0.9190434400275345
PromptEval,college_mathematics|google_gemma_7b_it,1.7743341860170054
PromptEval,college_mathematics|meta_llama_llama_3_70b_instruct,1.1916077165487535
PromptEval,college_mathematics|meta_llama_llama_3_8b_instruct,0.9848231947038928
PromptEval,college_mathematics|mistralai_mistral_7b_instruct_v0_2,
PromptEval,college_mathematics|tiiuae_falcon_40b,
PromptEval,econometrics|codellama_codellama_34b_instruct,1.1160331720732795
PromptEval,econometrics|google_flan_t5_xl,
PromptEval,econometrics|google_gemma_7b_it,1.0234498640380307
PromptEval,econometrics|meta_llama_llama_3_70b_instruct,
PromptEval,econometrics|meta_llama_llama_3_8b_instruct,1.0489108406257945
PromptEval,econometrics|mistralai_mistral_7b_instruct_v0_2,1.046248769461824
PromptEval,econometrics|tiiuae_falcon_40b,1.039453608101148
PromptEval,formal_logic|codellama_codellama_34b_instruct,1.02115298643144
PromptEval,formal_logic|google_flan_t5_xl,0.9628534170322642
PromptEval,formal_logic|google_gemma_7b_it,0.970002125106407
PromptEval,formal_logic|meta_llama_llama_3_70b_instruct,0.9946142877733235
PromptEval,formal_logic|meta_llama_llama_3_8b_instruct,1.0029084287715526
PromptEval,formal_logic|mistralai_mistral_7b_instruct_v0_2,1.0067878820403888
PromptEval,formal_logic|tiiuae_falcon_40b,1.0140887437614663
PromptEval,high_school_psychology|codellama_codellama_34b_instruct,1.0009086839869092
PromptEval,high_school_psychology|google_flan_t5_xl,0.9474167584101669
PromptEval,high_school_psychology|google_gemma_7b_it,0.9573754992843233
PromptEval,high_school_psychology|meta_llama_llama_3_70b_instruct,
PromptEval,high_school_psychology|meta_llama_llama_3_8b_instruct,0.9776620469454458
PromptEval,high_school_psychology|mistralai_mistral_7b_instruct_v0_2,1.0192737283349003
PromptEval,high_school_psychology|tiiuae_falcon_40b,1.043793086456137
PromptEval,high_school_world_history|codellama_codellama_34b_instruct,1.1363261494041343
PromptEval,high_school_world_history|google_flan_t5_xl,0.9867159215996983
PromptEval,high_school_world_history|google_gemma_7b_it,1.1486225748712768
PromptEval,high_school_world_history|meta_llama_llama_3_70b_instruct,1.0202430840117007
PromptEval,high_school_world_history|meta_llama_llama_3_8b_instruct,0.964899863236651
PromptEval,high_school_world_history|mistralai_mistral_7b_instruct_v0_2,1.0908523887188637
PromptEval,high_school_world_history|tiiuae_falcon_40b,1.0141982985747597
PromptEval,moral_scenarios|codellama_codellama_34b_instruct,1.0112930235196123
PromptEval,moral_scenarios|google_flan_t5_xl,0.9887580247397225
PromptEval,moral_scenarios|google_gemma_7b_it,1.0086183496010435
PromptEval,moral_scenarios|meta_llama_llama_3_70b_instruct,1.0018250910742053
PromptEval,moral_scenarios|meta_llama_llama_3_8b_instruct,0.9922745320402389
PromptEval,moral_scenarios|mistralai_mistral_7b_instruct_v0_2,1.0026505651211068
PromptEval,moral_scenarios|tiiuae_falcon_40b,0.9990353765504363
PromptEval,philosophy|codellama_codellama_34b_instruct,
PromptEval,philosophy|google_flan_t5_xl,0.9054231914000019
PromptEval,philosophy|google_gemma_7b_it,0.7688587484656948
PromptEval,philosophy|meta_llama_llama_3_70b_instruct,1.011152766964205
PromptEval,philosophy|meta_llama_llama_3_8b_instruct,
PromptEval,philosophy|mistralai_mistral_7b_instruct_v0_2,1.0007491961594803
PromptEval,philosophy|tiiuae_falcon_40b,0.942996958606604
PromptEval,professional_law|codellama_codellama_34b_instruct,1.002836146222854
PromptEval,professional_law|google_flan_t5_xl,1.0074820217339013
PromptEval,professional_law|google_gemma_7b_it,1.0437846774758985
PromptEval,professional_law|meta_llama_llama_3_70b_instruct,0.9912158633239045
PromptEval,professional_law|meta_llama_llama_3_8b_instruct,0.9940810719369721
PromptEval,professional_law|mistralai_mistral_7b_instruct_v0_2,1.0034047526057293
PromptEval,professional_law|tiiuae_falcon_40b,0.9816728091459114
PromptEval,us_foreign_policy|codellama_codellama_34b_instruct,
PromptEval,us_foreign_policy|google_flan_t5_xl,1.0095647582382599
PromptEval,us_foreign_policy|google_gemma_7b_it,0.9196588483511238
PromptEval,us_foreign_policy|meta_llama_llama_3_70b_instruct,
PromptEval,us_foreign_policy|meta_llama_llama_3_8b_instruct,
PromptEval,us_foreign_policy|mistralai_mistral_7b_instruct_v0_2,
PromptEval,us_foreign_policy|tiiuae_falcon_40b,1.0164831561079322
PromptEval,world_religions|codellama_codellama_34b_instruct,1.0121408918293018
PromptEval,world_religions|google_flan_t5_xl,
PromptEval,world_religions|google_gemma_7b_it,1.0627097225837248
PromptEval,world_religions|meta_llama_llama_3_70b_instruct,1.00923498927729
PromptEval,world_religions|meta_llama_llama_3_8b_instruct,0.9689762793919687
PromptEval,world_religions|mistralai_mistral_7b_instruct_v0_2,1.0415492183369883
PromptEval,world_religions|tiiuae_falcon_40b,1.03067017619848
